card_id,name,set,number,finish,pay_low_usd,pay_high_usd,pay_source,trust,sales_behind_mark,listings_now,sellers_now,listings_as_of,nm_usd,lp_usd,conflict_ratio
hgss2-13,Blastoise,HS Unleashed,13,holo,14,21,book,conflict,4,12,12,2026-08-04,37.4945,32.5,2.09
hgss2-13,Blastoise,HS Unleashed,13,normal,13,18,mark,green,18,1,1,2026-08-04,15.872956540545893,11.587000000000002,
hgss2-13,Blastoise,HS Unleashed,13,reverse_holo,50,50,book_thin,red,0,1,1,2026-08-04,59.99,28.677999999999997,
hgss2-19,Lucario,HS Unleashed,19,normal,4.63,7.91,band,conflict,14,5,4,2026-08-06,4.626093700247031,4.09,0.49
hgss2-19,Lucario,HS Unleashed,19,reverse_holo,,,,red,0,5,4,2026-08-06,7.0,14.134,
hgss2-20,Ninetales,HS Unleashed,20,holo,6.78,15,book,red,0,3,3,2026-08-04,11.77,24.54,
hgss2-20,Ninetales,HS Unleashed,20,normal,6.78,15,book,green,5,3,3,2026-08-04,17.733300288580658,7.07,
hgss2-20,Ninetales,HS Unleashed,20,reverse_holo,6.78,15,book,red,0,3,3,2026-08-04,11.77,32.172000000000004,
hgss2-22,Primeape,HS Unleashed,22,normal,2.83,3.99,book,conflict,18,9,9,2026-08-11,1.4127091619026344,2.9065,0.41
hgss2-22,Primeape,HS Unleashed,22,reverse_holo,11,15,mark,amber,3,1,1,2026-08-04,13.291,10.102,
hgss2-3,Manaphy,HS Unleashed,3,holo,11,14,book,green,9,10,10,2026-08-04,10.483860296386121,6.209499999999999,
hgss2-7,Politoed,HS Unleashed,7,holo,14,19,mark,green,5,1,1,2026-08-04,16.338078077551593,10.246,
hgss2-7,Politoed,HS Unleashed,7,reverse_holo,35,48,mark,amber,3,2,2,2026-08-04,41.55799999999999,10.282,
hgss2-8,Shaymin,HS Unleashed,8,holo,14,15,book,amber,9,13,12,2026-08-04,14.243269710654682,9.8735,
hgss2-8,Shaymin,HS Unleashed,8,reverse_holo,15,15,book_thin,red,0,1,1,2026-08-04,5.62,2.57,
hgss2-9,Sudowoodo,HS Unleashed,9,holo,17,27,band,green,5,1,1,2026-08-04,17.163759784079627,15.918500000000002,
hgss2-9,Sudowoodo,HS Unleashed,9,reverse_holo,17,23,mark,amber,3,1,1,2026-08-04,19.835,16.427,
ex5-1,Banette,Hidden Legends,1,holo,28,39,book,green,28,6,4,2026-08-04,33.27804343955383,28.9555,
ex5-1,Banette,Hidden Legends,1,reverse_holo,22,37,band,amber,3,2,2,2026-08-04,35.0672,19.6,
ex5-10,Medicham,Hidden Legends,10,holo,10,13,book,amber,13,19,17,2026-08-04,11.701696868518614,7.936000000000001,
ex5-10,Medicham,Hidden Legends,10,reverse_holo,12,15,book,amber,3,11,10,2026-08-04,11.495,10.78,
ex5-100,Vileplume ex,Hidden Legends,100,holo,70,70,book,conflict,6,12,2,2026-08-04,159.4183899148909,82.439,2.28
ex5-101,Wigglytuff ex,Hidden Legends,101,holo,97,138,book,amber,4,10,8,2026-08-11,82.2831351806514,70.17200000000001,
ex5-11,Metagross,Hidden Legends,11,holo,20,44,book,conflict,16,11,10,2026-08-04,5.898688549804689,6.49,0.19
ex5-11,Metagross,Hidden Legends,11,normal,4.79,4.99,book,amber,4,11,11,2026-08-04,7.3469999999999995,34.89,
ex5-11,Metagross,Hidden Legends,11,reverse_holo,48,64,book,red,0,3,3,2026-08-04,21.794999999999998,30.489,0.39
ex5-12,Milotic,Hidden Legends,12,holo,60,85,book,green,23,15,10,2026-08-04,71.74205021502536,37.152,
ex5-12,Milotic,Hidden Legends,12,reverse_holo,76,149,book,amber,4,4,2,2026-08-04,101.9486,92.1,
ex5-13,Pinsir,Hidden Legends,13,holo,18,19,book,green,24,23,20,2026-08-04,18.473496356937794,14.717500000000001,
ex5-13,Pinsir,Hidden Legends,13,reverse_holo,20,21,book,red,0,12,12,2026-08-04,20.299999999999997,15.3925,
ex5-14,Shiftry,Hidden Legends,14,holo,22,35,book,green,12,5,4,2026-08-04,22.202531808461732,7.593,
ex5-14,Shiftry,Hidden Legends,14,reverse_holo,16,30,book,amber,3,9,8,2026-08-04,17.7748,12.093,
ex5-15,Walrein,Hidden Legends,15,holo,16,21,book,amber,18,18,16,2026-08-11,15.335100004786232,14.165,
ex5-15,Walrein,Hidden Legends,15,reverse_holo,32,86,band,amber,4,2,1,2026-08-04,31.715899999999998,21.68,
ex5-2,Claydol,Hidden Legends,2,holo,8.12,12,book,green,30,17,12,2026-08-04,16.04343880205394,10.901,
ex5-2,Claydol,Hidden Legends,2,reverse_holo,20,31,book,amber,3,9,9,2026-08-04,15.9175,11.792,
ex5-3,Crobat,Hidden Legends,3,holo,15,20,book,green,17,10,8,2026-08-04,19.94375226513439,17.856,
ex5-3,Crobat,Hidden Legends,3,reverse_holo,22,27,book,conflict,4,7,7,2026-08-04,81.3683,17.397,3.28
ex5-4,Dark Celebi,Hidden Legends,4,holo,39,50,book,green,61,33,28,2026-08-04,70.9915841464308,40.442,
ex5-4,Dark Celebi,Hidden Legends,4,reverse_holo,58,93,book,amber,3,7,5,2026-08-04,109.4896,64.80499999999999,
ex5-5,Electrode,Hidden Legends,5,holo,19,26,book,green,28,7,6,2026-08-04,23.815569176635844,19.911499999999997,
ex5-5,Electrode,Hidden Legends,5,reverse_holo,22,32,book,red,0,6,6,2026-08-04,28.46,20.366,
ex5-6,Exploud,Hidden Legends,6,holo,24,28,book,green,31,11,8,2026-08-11,26.224321724944687,21.174999999999997,
ex5-6,Exploud,Hidden Legends,6,reverse_holo,36,50,book,green,7,4,4,2026-08-04,43.824000000000005,21.211,
ex5-7,Heracross,Hidden Legends,7,holo,20,30,book,red,0,9,8,2026-08-04,50.26,34.83,2.03
ex5-7,Heracross,Hidden Legends,7,reverse_holo,40,51,book,amber,4,5,5,2026-08-11,43.582100000000004,34.978500000000004,
ex5-8,Jirachi,Hidden Legends,8,holo,23,35,book,green,30,23,18,2026-08-04,27.361960289697148,21.178,
ex5-8,Jirachi,Hidden Legends,8,reverse_holo,29,50,book_thin,red,0,2,2,2026-08-04,66.5,80.0,
ex5-9,Machamp,Hidden Legends,9,holo,35,49,book,green,16,13,9,2026-08-11,41.742491382600406,25.257,
ex5-9,Machamp,Hidden Legends,9,reverse_holo,35,55,book,red,0,4,3,2026-08-04,58.97,27.57,
ex5-93,Groudon ex,Hidden Legends,93,holo,264,300,book,green,9,7,6,2026-08-11,269.1159322260494,239.99,
ex5-94,Kyogre ex,Hidden Legends,94,holo,250,600,book,green,7,7,2,2026-08-04,232.08494045529383,149.5,
ex5-95,Metagross ex,Hidden Legends,95,holo,100,210,book,green,8,8,8,2026-08-11,149.35511425588936,137.19,
ex5-96,Ninetales ex,Hidden Legends,96,holo,230,340,book,green,7,13,10,2026-08-04,290.27995618180455,228.798,
ex5-97,Regice ex,Hidden Legends,97,holo,94,194,band,green,9,2,2,2026-08-04,194.3538309475832,153.17800000000003,
ex5-98,Regirock ex,Hidden Legends,98,holo,170,228,book,green,9,7,7,2026-08-11,158.527717826401,146.25,
ex5-99,Registeel ex,Hidden Legends,99,holo,200,280,book,amber,4,7,3,2026-08-04,157.00248298621395,148.222,
ex13-1,Armaldo δ,Holon Phantoms,1,holo,26,34,book,green,16,6,5,2026-08-04,54.58454409663391,16.925,
ex13-1,Armaldo δ,Holon Phantoms,1,reverse_holo,48,83,book,amber,3,5,3,2026-08-04,45.6177,45.716,
ex13-10,Kingdra δ,Holon Phantoms,10,holo,41,52,book,amber,19,4,3,2026-08-04,66.36933831714013,35.99,
ex13-10,Kingdra δ,Holon Phantoms,10,reverse_holo,,,,red,0,2,1,2026-08-04,146.79500000000002,45.48700000000001,
ex13-102,Gyarados ★ δ,Holon Phantoms,102,holo,1207,1633,mark,amber,1,0,0,,1420.36,1399.0,
ex13-11,Latias δ,Holon Phantoms,11,holo,59,78,book,green,14,18,16,2026-08-04,93.16344577309032,40.0,
ex13-11,Latias δ,Holon Phantoms,11,reverse_holo,102,225,book,red,0,4,1,2026-08-04,100.78,126.531,
ex13-12,Latios δ,Holon Phantoms,12,holo,49,92,book,amber,9,18,14,2026-08-04,77.91857689224591,44.82000000000001,
ex13-12,Latios δ,Holon Phantoms,12,reverse_holo,188,203,book,red,0,4,3,2026-08-04,247.5,61.2,
ex13-13,Omastar δ,Holon Phantoms,13,holo,18,21,book,green,17,10,9,2026-08-04,24.941534585035498,11.838000000000001,
ex13-13,Omastar δ,Holon Phantoms,13,reverse_holo,11,19,book,conflict,3,9,5,2026-08-04,37.4588,13.647,2.5
ex13-14,Pidgeot δ,Holon Phantoms,14,holo,27,40,book,green,16,13,12,2026-08-04,35.1474301493645,19.99,
ex13-14,Pidgeot δ,Holon Phantoms,14,reverse_holo,21,28,book,red,0,4,4,2026-08-04,45.12,59.172,
ex13-15,Raichu δ,Holon Phantoms,15,holo,41,80,book,conflict,23,9,7,2026-08-04,127.04939617731442,39.99,2.1
ex13-15,Raichu δ,Holon Phantoms,15,reverse_holo,88,254,band,conflict,3,4,2,2026-08-04,88.3862,100.755,0.08
ex13-16,Rayquaza δ,Holon Phantoms,16,holo,226,378,book,green,11,13,5,2026-08-04,353.7742002551483,237.495,
ex13-16,Rayquaza δ,Holon Phantoms,16,reverse_holo,,,,red,0,9,3,2026-08-04,335.34000000000003,500.0,0.28
ex13-17,Vileplume δ,Holon Phantoms,17,holo,20,32,book,green,12,12,9,2026-08-04,31.999244344161298,18.112500000000004,
ex13-17,Vileplume δ,Holon Phantoms,17,reverse_holo,36,40,book,amber,3,5,5,2026-08-04,27.328899999999997,21.285,
ex13-18,Absol,Holon Phantoms,18,normal,4.62,9.49,book,green,28,6,6,2026-08-04,7.3403244000431735,4.92,
ex13-18,Absol,Holon Phantoms,18,reverse_holo,61,78,book,red,0,3,3,2026-08-04,43.37,56.694500000000005,
ex13-19,Bellossom δ,Holon Phantoms,19,holo,20,20,book_thin,red,0,1,1,2026-08-04,16.11,18.262999999999998,
ex13-19,Bellossom δ,Holon Phantoms,19,normal,3.55,4.8,mark,green,27,2,2,2026-08-04,4.17638989949149,3.008,
ex13-19,Bellossom δ,Holon Phantoms,19,reverse_holo,31,42,mark,amber,4,1,1,2026-08-04,36.8489,3.08,
ex13-2,Cradily δ,Holon Phantoms,2,holo,13,18,book,green,21,8,7,2026-08-04,19.259536262301975,13.019000000000002,
ex13-2,Cradily δ,Holon Phantoms,2,reverse_holo,16,18,book,red,0,6,4,2026-08-04,21.05,14.936,
ex13-20,Blaziken,Holon Phantoms,20,holo,5.25,7.0,book,red,0,21,18,2026-08-04,64.92999999999999,72.07,10.6
ex13-20,Blaziken,Holon Phantoms,20,normal,5.62,6.0,book,green,22,5,5,2026-08-04,5.740600811177058,3.545,
ex13-20,Blaziken,Holon Phantoms,20,reverse_holo,100,141,book_thin,red,0,2,2,2026-08-04,64.92999999999999,92.707,
ex13-21,Latias δ,Holon Phantoms,21,holo,36,66,book,amber,3,4,3,2026-08-04,51.010999999999996,28.0,
ex13-21,Latias δ,Holon Phantoms,21,normal,9.0,15,book,green,10,7,7,2026-08-04,18.40835279805805,17.084000000000003,
ex13-21,Latias δ,Holon Phantoms,21,reverse_holo,66,107,book,red,0,5,5,2026-08-04,118.65,90.02,
ex13-22,Latios δ,Holon Phantoms,22,holo,16,20,book,conflict,3,4,4,2026-08-04,39.0993,58.73950000000001,2.18
ex13-22,Latios δ,Holon Phantoms,22,normal,16,21,book,amber,12,8,8,2026-08-04,16.040709803410454,12.975,
ex13-22,Latios δ,Holon Phantoms,22,reverse_holo,46,79,book,red,0,8,8,2026-08-04,94.995,112.744,
ex13-24,Mewtwo δ,Holon Phantoms,24,normal,35,40,book,amber,23,8,8,2026-08-04,39.08760176869157,28.5,
ex13-24,Mewtwo δ,Holon Phantoms,24,reverse_holo,300,456,book,red,0,4,2,2026-08-06,167.49,244.889,0.44
ex13-26,Rayquaza δ,Holon Phantoms,26,holo,50,88,book,red,0,23,20,2026-08-04,214.67000000000002,45.03,3.11
ex13-26,Rayquaza δ,Holon Phantoms,26,normal,59,88,book,green,22,8,8,2026-08-04,71.00225672627597,45.003,
ex13-26,Rayquaza δ,Holon Phantoms,26,reverse_holo,338,1000,book,red,0,5,2,2026-08-04,214.67000000000002,45.03,0.32
ex13-27,Regice,Holon Phantoms,27,holo,4.0,5.99,book,red,0,26,23,2026-08-04,59.33,35.79,11.88
ex13-27,Regice,Holon Phantoms,27,normal,2.99,3.62,book,green,12,8,5,2026-08-04,4.7180166631646046,4.99,
ex13-27,Regice,Holon Phantoms,27,reverse_holo,32,43,book,amber,3,4,4,2026-08-04,59.8632,44.079,
ex13-28,Regirock,Holon Phantoms,28,normal,2.7,5.72,book,green,20,6,5,2026-08-04,3.986145677873936,2.99,
ex13-28,Regirock,Holon Phantoms,28,reverse_holo,19,35,book,amber,3,3,3,2026-08-04,28.307,21.976499999999998,
ex13-29,Registeel,Holon Phantoms,29,holo,14,31,book_thin,red,0,2,2,2026-08-04,27.115,2.47,
ex13-29,Registeel,Holon Phantoms,29,normal,2.99,4.35,book,green,15,10,7,2026-08-04,4.379303882378834,2.398,
ex13-29,Registeel,Holon Phantoms,29,reverse_holo,34,35,book,amber,3,3,3,2026-08-04,38.1961,2.47,
ex13-3,Deoxys δ,Holon Phantoms,3,holo,40,50,book,green,7,3,3,2026-08-04,67.08058949561654,42.5,
ex13-3,Deoxys δ,Holon Phantoms,3,reverse_holo,100,275,book_thin,red,0,2,2,2026-08-04,64.1,124.51,
ex13-30,Relicanth,Holon Phantoms,30,normal,1.85,2.99,book,green,13,3,3,2026-08-04,2.034703505983,2.385,
ex13-30,Relicanth,Holon Phantoms,30,reverse_holo,11,15,book,amber,3,3,3,2026-08-04,15.7782,14.995000000000001,
ex13-31,Sableye,Holon Phantoms,31,normal,3.95,5.35,mark,green,14,2,2,2026-08-04,4.6486639691682665,3.0625,
ex13-31,Sableye,Holon Phantoms,31,reverse_holo,40,50,book,conflict,3,3,2,2026-08-04,124.97500000000001,49.99,2.78
ex13-35,Aerodactyl δ,Holon Phantoms,35,normal,7.36,20,book,green,24,5,4,2026-08-04,8.645805228716215,6.985,
ex13-35,Aerodactyl δ,Holon Phantoms,35,reverse_holo,,,,red,0,4,3,2026-08-04,37.205,65.05799999999999,0.21
ex13-37,Chimecho δ,Holon Phantoms,37,normal,1.83,2.99,book,green,18,16,10,2026-08-04,1.7473152992086327,1.922,
ex13-37,Chimecho δ,Holon Phantoms,37,reverse_holo,9.99,23,book_thin,red,0,2,1,2026-08-04,1.73,10.931000000000001,
ex13-4,Deoxys δ,Holon Phantoms,4,holo,51,69,mark,amber,9,1,1,2026-08-04,59.92498655778218,32.825,
ex13-4,Deoxys δ,Holon Phantoms,4,reverse_holo,157,213,mark,amber,3,2,1,2026-08-04,184.9772,77.691,
ex13-41,Exeggutor δ,Holon Phantoms,41,normal,3.3,4.47,mark,green,19,2,2,2026-08-04,3.8840003040039477,3.4133465199999997,
ex13-41,Exeggutor δ,Holon Phantoms,41,reverse_holo,26,32,book,amber,3,4,4,2026-08-04,28.4927,19.9165,
ex13-42,Gloom δ,Holon Phantoms,42,normal,2.27,2.63,book,green,30,13,7,2026-08-04,2.529424255213904,2.69,
ex13-42,Gloom δ,Holon Phantoms,42,reverse_holo,35,35,book_thin,red,0,2,1,2026-08-04,2.35,21.439713890000007,
ex13-43,Golduck δ,Holon Phantoms,43,normal,2.49,2.62,book,green,22,8,5,2026-08-04,2.7954125815927466,2.3,
ex13-43,Golduck δ,Holon Phantoms,43,reverse_holo,23,38,book,red,0,6,5,2026-08-04,16.59,29.991,
ex13-48,Persian δ,Holon Phantoms,48,normal,4.89,9.44,book,green,27,9,5,2026-08-06,5.22042238515175,3.43,
ex13-48,Persian δ,Holon Phantoms,48,reverse_holo,74,100,mark,amber,3,2,0,2026-08-04,86.7222,39.038,
ex13-49,Pidgeotto δ,Holon Phantoms,49,normal,3.0,3.95,book,green,21,3,3,2026-08-04,3.080668245239349,2.036,
ex13-49,Pidgeotto δ,Holon Phantoms,49,reverse_holo,3.26,3.95,book,conflict,3,19,16,2026-08-04,17.646399999999996,29.99,4.89
ex13-5,Deoxys δ,Holon Phantoms,5,holo,81,120,book,green,9,9,7,2026-08-04,150.80024998476938,68.155,
ex13-5,Deoxys δ,Holon Phantoms,5,reverse_holo,125,250,book,red,0,9,9,2026-08-04,203.31,222.28,
ex13-51,Raichu,Holon Phantoms,51,normal,3.56,4.81,mark,green,15,2,2,2026-08-04,4.1860034371316,3.7380000000000004,
ex13-51,Raichu,Holon Phantoms,51,reverse_holo,77,104,mark,amber,3,1,1,2026-08-04,90.1263,34.428000000000004,
ex13-52,Seadra δ,Holon Phantoms,52,normal,1.65,2.24,mark,green,18,1,1,2026-08-04,1.9469324616616261,2.2285,
ex13-52,Seadra δ,Holon Phantoms,52,reverse_holo,35,35,book_thin,red,0,1,1,2026-08-04,22.285,26.0,
ex13-53,Sharpedo δ,Holon Phantoms,53,normal,2.5,3.26,book,green,28,16,15,2026-08-04,2.3803774509733504,2.19,
ex13-53,Sharpedo δ,Holon Phantoms,53,reverse_holo,30,30,book_thin,red,0,1,1,2026-08-04,2.24,24.78,
ex13-54,Vibrava δ,Holon Phantoms,54,normal,1.6,2.17,mark,green,21,2,2,2026-08-04,1.886568379469934,1.99,
ex13-54,Vibrava δ,Holon Phantoms,54,reverse_holo,20,40,band,amber,3,2,1,2026-08-04,20.2826,16.633499999999998,
ex13-57,Anorith δ,Holon Phantoms,57,normal,0.49,0.66,mark,green,40,2,2,2026-08-04,0.577119834109606,1.99,
ex13-57,Anorith δ,Holon Phantoms,57,reverse_holo,90,90,book_thin,red,0,1,0,2026-08-04,7.425,14.120000000000001,
ex13-59,Baltoy,Holon Phantoms,59,normal,1.5,2.0,book,conflict,11,8,8,2026-08-04,5.924715725036417,1.8960000000000001,3.39
ex13-59,Baltoy,Holon Phantoms,59,reverse_holo,6.25,19,book,green,5,6,5,2026-08-04,9.95,7.242,
ex13-6,Deoxys δ,Holon Phantoms,6,holo,63,90,book,green,10,4,4,2026-08-04,82.5341828698837,50.84,
ex13-6,Deoxys δ,Holon Phantoms,6,reverse_holo,235,300,book,red,0,5,2,2026-08-04,128.265,61.163,0.48
ex13-61,Carvanha δ,Holon Phantoms,61,normal,0.52,0.7,mark,green,24,1,1,2026-08-04,0.60648164453123,1.89,
ex13-61,Carvanha δ,Holon Phantoms,61,reverse_holo,1.5,2.0,book,red,0,28,24,2026-08-04,0.595,13.99,0.34
ex13-64,Electrike,Holon Phantoms,64,normal,1.75,3.51,book,conflict,26,11,9,2026-08-04,0.332683790445234,8.68,0.13
ex13-65,Exeggcute δ,Holon Phantoms,65,normal,0.46,0.63,mark,conflict,34,3,3,2026-08-04,0.5439213099214282,1.5332235,0.15
ex13-65,Exeggcute δ,Holon Phantoms,65,reverse_holo,17,23,mark,amber,3,1,0,2026-08-04,20.348399999999998,13.554,
ex13-66,Horsea δ,Holon Phantoms,66,normal,0.71,0.97,mark,green,24,2,2,2026-08-04,0.8407509973012844,1.9249999999999998,
ex13-66,Horsea δ,Holon Phantoms,66,reverse_holo,23,36,book,amber,4,4,4,2026-08-04,17.7572,11.770000000000001,
ex13-67,Kabuto δ,Holon Phantoms,67,normal,2.67,3.0,book,green,35,29,25,2026-08-04,2.0986935261562993,2.3545000000000003,
ex13-67,Kabuto δ,Holon Phantoms,67,reverse_holo,29,50,book,red,0,3,3,2026-08-04,35.53,1.45,
ex13-68,Lileep δ,Holon Phantoms,68,normal,1.46,2.23,book,conflict,36,4,4,2026-08-04,0.6257043804216617,1.483,0.34
ex13-68,Lileep δ,Holon Phantoms,68,reverse_holo,8.75,12,mark,amber,3,1,1,2026-08-06,10.2898,10.852,
ex13-69,Magikarp δ,Holon Phantoms,69,normal,2.96,4.99,book,green,54,22,20,2026-08-04,4.558158543279717,10.503,
ex13-69,Magikarp δ,Holon Phantoms,69,reverse_holo,108,175,book,amber,5,6,4,2026-08-04,154.99,82.809,
ex13-7,Flygon δ,Holon Phantoms,7,holo,21,30,book,conflict,9,10,6,2026-08-04,78.02016624273881,40.172,3.07
ex13-7,Flygon δ,Holon Phantoms,7,reverse_holo,32,35,book,conflict,3,5,4,2026-08-04,82.4871,76.127,2.47
ex13-70,Mankey δ,Holon Phantoms,70,normal,0.49,0.66,mark,green,30,1,1,2026-08-04,0.5749391729886607,1.4775162,
ex13-70,Mankey δ,Holon Phantoms,70,reverse_holo,8.89,12,mark,amber,4,1,1,2026-08-04,10.461299999999998,18.022,
ex13-71,Meowth δ,Holon Phantoms,71,normal,2.0,2.91,book,green,24,6,6,2026-08-04,2.156996770003819,2.49,
ex13-71,Meowth δ,Holon Phantoms,71,reverse_holo,44,66,book,conflict,3,4,3,2026-08-04,112.7876,81.325,2.06
ex13-74,Omanyte δ,Holon Phantoms,74,normal,1.99,2.12,book,conflict,42,8,8,2026-08-04,0.8607919076651633,2.4850000000000003,0.42
ex13-74,Omanyte δ,Holon Phantoms,74,reverse_holo,20,20,book_thin,red,0,2,2,2026-08-04,0.92,0.65,
ex13-75,Phanpy,Holon Phantoms,75,normal,1.5,1.99,book,green,44,5,5,2026-08-04,1.0230078499024522,1.99,
ex13-75,Phanpy,Holon Phantoms,75,reverse_holo,12,26,band,green,9,2,1,2026-08-04,20.0028,27.061,
ex13-76,Pichu δ,Holon Phantoms,76,normal,3.99,5.75,book,amber,50,25,21,2026-08-04,5.653398020513044,4.043500000000001,
ex13-76,Pichu δ,Holon Phantoms,76,reverse_holo,12,30,book,red,0,4,3,2026-08-04,27.39,30.552999999999997,
ex13-77,Pidgey δ,Holon Phantoms,77,normal,2.15,2.5,book,conflict,34,7,7,2026-08-04,1.0710744854790617,2.2554954499999997,0.46
ex13-77,Pidgey δ,Holon Phantoms,77,reverse_holo,23,31,mark,amber,3,2,2,2026-08-04,27.1908,30.917,
ex13-78,Pikachu,Holon Phantoms,78,holo,9.99,15,book,red,0,48,37,2026-08-04,125.48500000000001,88.4,10.04
ex13-78,Pikachu,Holon Phantoms,78,normal,7.34,10,book,green,49,16,15,2026-08-04,10.206893876073638,4.995,
ex13-78,Pikachu,Holon Phantoms,78,reverse_holo,,,,red,0,15,8,2026-08-04,125.48500000000001,93.4355,
ex13-79,Pikachu δ,Holon Phantoms,79,normal,11,12,book,amber,80,16,13,2026-08-04,12.536542363832725,7.995,
ex13-79,Pikachu δ,Holon Phantoms,79,reverse_holo,145,250,book_thin,red,0,2,1,2026-08-04,136.36,132.72,
ex13-8,Gyarados δ,Holon Phantoms,8,holo,140,269,book,green,17,17,15,2026-08-04,299.1808199486996,183.22000000000003,
ex13-8,Gyarados δ,Holon Phantoms,8,reverse_holo,331,350,book,amber,3,12,9,2026-08-04,495.7029,388.81948750000004,
ex13-80,Poochyena,Holon Phantoms,80,holo,53,53,book_thin,red,0,1,0,2026-08-04,12.45,8.110000000000001,
ex13-80,Poochyena,Holon Phantoms,80,normal,1.96,2.04,book,conflict,23,4,4,2026-08-04,0.5867371215150127,1.93,0.29
ex13-80,Poochyena,Holon Phantoms,80,reverse_holo,19,26,book,green,8,6,6,2026-08-04,15.4772,12.719999999999999,
ex13-81,Psyduck δ,Holon Phantoms,81,holo,260,260,book_thin,red,0,1,1,2026-08-04,51.209999999999994,201.44,
ex13-81,Psyduck δ,Holon Phantoms,81,normal,7.19,15,book,amber,70,14,14,2026-08-04,16.267657386154667,11.29,
ex13-81,Psyduck δ,Holon Phantoms,81,reverse_holo,269,465,book,amber,3,5,3,2026-08-04,226.7446,267.644,
ex13-82,Surskit,Holon Phantoms,82,normal,0.31,0.42,mark,green,22,2,2,2026-08-04,0.3650252326730812,4.519,
ex13-82,Surskit,Holon Phantoms,82,reverse_holo,11,20,book,amber,3,8,3,2026-08-04,9.3105,6.1434999999999995,
ex13-83,Torchic,Holon Phantoms,83,holo,0.99,1.99,book,red,0,91,78,2026-08-11,34.665000000000006,23.778,23.27
ex13-83,Torchic,Holon Phantoms,83,normal,1.8,1.99,book,conflict,30,17,15,2026-08-04,0.5470036602301971,1.9649999999999999,0.29
ex13-83,Torchic,Holon Phantoms,83,reverse_holo,60,80,mark,amber,9,2,1,2026-08-04,70.0,31.5405,
ex13-84,Trapinch δ,Holon Phantoms,84,normal,0.75,1.02,mark,green,23,1,1,2026-08-04,0.8876462778334335,1.99,
ex13-84,Trapinch δ,Holon Phantoms,84,reverse_holo,35,53,book,red,0,5,2,2026-08-04,8.275,21.759,0.19
ex13-9,Kabutops δ,Holon Phantoms,9,holo,19,32,book,conflict,13,13,10,2026-08-04,60.7996818068932,32.597500000000004,2.36
ex13-9,Kabutops δ,Holon Phantoms,9,reverse_holo,45,51,book,red,0,3,3,2026-08-04,124.94,75.343,2.61
ex13-94,Darkness Energy,Holon Phantoms,94,normal,1.76,2.38,mark,green,13,1,1,2026-08-02,2.070127571483367,0.93,
ex13-95,Metal Energy,Holon Phantoms,95,normal,1.19,1.61,mark,amber,3,1,1,2026-08-02,1.4025499794731227,4.58,
ex12-1,Aerodactyl,Legend Maker,1,holo,35,65,book,amber,3,6,6,2026-08-04,90.19770000000001,32.354,
ex12-1,Aerodactyl,Legend Maker,1,reverse_holo,35,65,book,red,0,6,6,2026-08-04,102.285,35.63,2.05
ex12-10,Mew,Legend Maker,10,holo,139,210,band,conflict,7,3,2,2026-08-04,209.50666696374586,139.82500000000002,0.48
ex12-10,Mew,Legend Maker,10,reverse_holo,426,577,mark,amber,3,2,2,2026-08-04,501.5236,196.75,
ex12-11,Muk,Legend Maker,11,holo,13,15,book,green,31,9,8,2026-08-04,26.446260559117995,16.083,
ex12-11,Muk,Legend Maker,11,reverse_holo,25,30,book,amber,8,5,5,2026-08-04,42.495000000000005,31.66274484,
ex12-12,Shiftry,Legend Maker,12,holo,10,12,book,green,16,9,9,2026-08-04,16.075390923867257,15.799,
ex12-12,Shiftry,Legend Maker,12,reverse_holo,30,30,book_thin,red,0,1,1,2026-08-04,24.99,22.99,
ex12-13,Victreebel,Legend Maker,13,holo,20,22,book,green,21,14,12,2026-08-04,31.125568165336645,14.999,
ex12-13,Victreebel,Legend Maker,13,reverse_holo,55,99,book,conflict,3,3,3,2026-08-04,34.7636,39.749,0.45
ex12-14,Wailord,Legend Maker,14,holo,35,50,book,green,23,7,7,2026-08-04,46.02788510626551,24.494999999999997,
ex12-14,Wailord,Legend Maker,14,reverse_holo,45,60,mark,amber,4,2,2,2026-08-04,52.4064,51.615,
ex12-2,Aggron,Legend Maker,2,holo,26,29,book,green,29,9,7,2026-08-04,34.87298666356762,18.9307225,
ex12-2,Aggron,Legend Maker,2,reverse_holo,42,56,mark,amber,3,2,2,2026-08-04,48.8849,15.22,
ex12-3,Cradily,Legend Maker,3,holo,10,13,book,green,34,14,13,2026-08-04,14.999056465783301,7.215000000000001,
ex12-3,Cradily,Legend Maker,3,reverse_holo,20,27,mark,green,5,1,1,2026-08-04,23.8366,18.672,
ex12-4,Delcatty,Legend Maker,4,holo,14,16,book,amber,11,4,4,2026-08-04,16.79985763848367,11.254,
ex12-4,Delcatty,Legend Maker,4,reverse_holo,41,63,book,red,0,5,5,2026-08-04,63.71,26.086,
ex12-48,Aron,Legend Maker,48,holo,0.55,0.67,book,red,0,37,34,2026-08-11,11.215,13.537,18.39
ex12-48,Aron,Legend Maker,48,normal,0.55,0.67,book,green,28,37,34,2026-08-11,0.5414743467517997,1.8235,
ex12-48,Aron,Legend Maker,48,reverse_holo,18,25,mark,amber,3,2,2,2026-08-04,21.4275,18.0,
ex12-5,Gengar,Legend Maker,5,holo,131,206,book,green,36,11,10,2026-08-04,167.8537320632277,115.9145,
ex12-5,Gengar,Legend Maker,5,reverse_holo,397,537,mark,amber,3,1,0,2026-07-29,466.6989,219.0545,
